episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,-1.423046269472856,-1.7135520844842655,-0.3436100843114451,-25.0,2.3893506675958633,[-25.0, 2.3893506675958633],0.0,False,True,0.8443718597850319,1,16.59809003658851,8.144,prepare,0.0
0,2.0,-1.4231961827317627,-1.7135305526876827,-0.338507865977515,-25.0,2.3187209993600844,[-25.0, 2.3187209993600844],1.0,False,True,0.8434665395971584,1,16.59809003658851,8.21,in_progress,0.0
0,3.0,-1.414149673699451,-1.7137808029130264,-0.3110239573124619,-25.0,2.707862088084221,[-25.0, 2.707862088084221],1.0,False,True,0.8979878547170056,1,16.59809003658851,8.275,in_progress,0.0
0,4.0,-1.3899672680984443,-1.7223191885704225,-2.3488514196885077,-25.0,1.687660849094391,[-25.0, 1.687660849094391],1.0,False,True,1.0445564565486443,1,16.59809003658851,8.352,in_progress,0.0
0,5.0,-1.3466980758480047,-1.744360589140544,-7.032673777342556,11.726672768592834,1.0,[11.726672768592834, 1.0],1.0,False,True,1.3075197598724326,2,16.59809003658851,8.409,in_progress,0.0
0,6.0,-1.3030793628138069,-1.757439760241125,-9.227531671270613,25.478772401809692,1.0,[25.478772401809692, 1.0],1.0,False,True,1.571647173879786,2,16.59809003658851,8.481,in_progress,0.0
0,7.0,-1.246606949030089,-1.760733783387574,-7.8859673456081305,27.0,1.0,[27.0, 1.0],1.0,False,True,1.9121758658822972,2,16.59809003658851,8.547,in_progress,0.0
0,8.0,-1.1864260067049222,-1.7466370047231539,-2.777302132670247,-20.245450496673584,3.3,[-20.245450496673584, 3.3],1.0,False,True,2.273217602646514,3,16.59809003658851,8.615,in_progress,0.0
0,9.0,-1.1145089342036902,-1.7318437391666142,1.171469456388285,-25.0,2.192670528963208,[-25.0, 2.192670528963208],1.0,False,True,2.7050684960402687,3,16.59809003658851,8.672,in_progress,0.0
0,10.0,-1.03209340188668,-1.7416315588483542,-1.266715871257115,20.981107711791992,3.3,[20.981107711791992, 3.3],1.0,False,True,3.202676809407167,3,16.59809003658851,8.741,in_progress,0.0
0,11.0,-0.9433036142460717,-1.7572808702865355,-4.330290368967306,-25.0,2.0747790962457655,[-25.0, 2.0747790962457655],1.0,False,True,3.7393816407290967,4,16.59809003658851,8.811,in_progress,0.0
0,12.0,-0.8398398243484535,-1.7707307195279487,-5.465487750127316,27.0,1.0,[27.0, 1.0],1.0,False,True,4.364213986361615,4,16.59809003658851,8.88,in_progress,0.0
0,13.0,-0.7341764445322246,-1.7973205915164028,-9.006804772082482,1.3312543630599976,1.0,[1.3312543630599976, 1.0],1.0,False,True,5.0018237011094575,4,16.59809003658851,8.944,in_progress,0.0
0,14.0,-0.6478419193684023,-1.8068522215411695,-8.075700686335814,-12.168944358825684,1.0,[-12.168944358825684, 1.0],1.0,False,True,5.522776731412195,5,16.59809003658851,9.011,in_progress,0.0
0,15.0,-0.5618307467670999,-1.8150865807013725,-7.255198684423206,9.058854818344116,1.0,[9.058854818344116, 1.0],1.0,False,True,6.041664171755231,5,16.59809003658851,9.079,in_progress,0.0
0,16.0,-0.4847376525650494,-1.8213770237409654,-6.485816136765784,9.274621665477753,1.0,[9.274621665477753, 1.0],1.0,False,True,6.501252344828896,5,16.59809003658851,9.145,in_progress,0.0
