Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
168,8.0,0.0,0.0,1280.0,8.0,104.0,24872.0,0.1,2535.0,0.0,0.0,6140.681298732758,,,,,,,,,,,,,,,,,,,,,1186.8059268483307,778.4375476868469,2416.4025723499008,-5.029930054985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,1371.0,9.0,91.0,24963.0,0.1,2530.0,0.0,0.0,6150.152264356613,,,,,,,,,,,,,,,,,,,,,1379.7271344148264,802.9880347240492,2409.2609433940956,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,1539.0,10.0,168.0,25131.0,0.1,3755.0,0.0,0.0,6167.239552974701,,,,,,,,,,,,,,,,,,,,,1753.0053273034614,1031.7328622762366,3467.4264905676646,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,1726.0,11.0,187.0,25318.0,0.1,4550.0,0.0,0.0,6186.454790592194,,,,,,,,,,,,,,,,,,,,,2076.56347696187,1215.8941490516947,4170.0184967832,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,1892.0,12.0,166.0,25484.0,0.1,3705.0,0.0,0.0,6203.387006282806,,,,,,,,,,,,,,,,,,,,,1556.2942676403438,950.2025303923316,3453.558815644177,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,2069.0,13.0,177.0,25661.0,0.1,4520.0,0.0,0.0,6221.499078035355,,,,,,,,,,,,,,,,,,,,,1688.8035052107423,1223.9531477967516,4229.536623287649,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,2236.0,14.0,167.0,25828.0,0.1,4320.0,0.0,0.0,6238.511970281601,,,,,,,,,,,,,,,,,,,,,1779.474636766978,1053.9636739156117,4030.88547572589,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,2359.0,15.0,123.0,25951.0,0.1,2440.0,0.0,0.0,6251.154339790344,,,,,,,,,,,,,,,,,,,,,970.8446408742279,585.3378300114538,2325.2342524431047,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,2430.0,16.0,71.0,26022.0,0.1,2270.0,0.0,0.0,6258.719657659531,,,,,,,,,,,,,,,,,,,,,911.7367562487101,669.9996614364602,2209.6838483191323,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,2619.0,17.0,189.0,26211.0,0.1,4730.0,0.0,0.0,6278.269478797913,,,,,,,,,,,,,,,,,,,,,2294.959634127636,1172.1799459452293,4304.858040372584,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,2794.0,18.0,175.0,26386.0,0.1,4210.0,0.0,0.0,6296.055811882019,,,,,,,,,,,,,,,,,,,,,2005.9957180732622,1078.799217189199,3866.6802431432247,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,2959.0,19.0,165.0,26551.0,0.1,4540.0,0.0,0.0,6313.05132484436,,,,,,,,,,,,,,,,,,,,,2509.216290847651,1076.5854540471048,4134.243665096667,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,3126.0,20.0,167.0,26718.0,0.1,3780.0,0.0,0.0,6330.250880241394,,,,,,,,,,,,,,,,,,,,,2144.331097611706,956.0444725607186,3428.7507795070815,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,170.0,1.0,170.0,26888.0,0.1,3465.0,0.0,0.0,6817.324661016464,,,,,,,,,,,,,,,,,,,,,1784.8491888229328,1005.1194767319042,3167.9082865649434,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,352.0,2.0,182.0,27070.0,0.1,4685.0,0.0,0.0,6836.064692735672,,,,,,,,,,,,,,,,,,,,,2398.445421615417,1322.559343384888,4256.992661596527,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,513.0,3.0,161.0,27231.0,0.1,3910.0,0.0,0.0,6852.809652328491,,,,,,,,,,,,,,,,,,,,,2044.5980031515908,1133.849597146696,3587.992117735948,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,685.0,4.0,172.0,27403.0,0.1,3835.0,0.0,0.0,6870.1473705768585,,,,,,,,,,,,,,,,,,,,,1832.4087647021784,1164.7728203263007,3526.87591743017,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,869.0,5.0,184.0,27587.0,0.1,4405.0,0.0,0.0,6888.982172727585,,,,,,,,,,,,,,,,,,,,,2189.487767851494,1301.8735642830156,4010.1505416480823,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,956.0,6.0,87.0,27674.0,0.1,1780.0,0.0,0.0,6898.365628480911,,,,,,,,,,,,,,,,,,,,,1084.6836399752024,530.2226317703004,1689.0088520173408,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,1123.0,7.0,167.0,27841.0,0.1,4080.0,0.0,0.0,6915.707219839096,,,,,,,,,,,,,,,,,,,,,1843.924110012955,1217.520993197363,3779.620134276256,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,1287.0,8.0,164.0,28005.0,0.1,4085.0,0.0,0.0,6932.53953909874,,,,,,,,,,,,,,,,,,,,,1746.8924250935222,1266.8962974899407,3806.118072311212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,1472.0,9.0,185.0,28190.0,0.1,4380.0,0.0,0.0,6951.386748552322,,,,,,,,,,,,,,,,,,,,,2043.5294344723854,1241.3377493114094,4009.9629706008427,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,1640.0,10.0,168.0,28358.0,0.1,3615.0,0.0,0.0,6968.527984619141,,,,,,,,,,,,,,,,,,,,,1505.9778294192226,1014.8227498676656,3368.729815558872,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,1813.0,11.0,173.0,28531.0,0.1,4430.0,0.0,0.0,6986.211658477783,,,,,,,,,,,,,,,,,,,,,1816.1102571275585,1297.763695557517,4124.056915290598,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,1863.0,12.0,50.0,28581.0,0.1,1575.0,0.0,0.0,6991.5571966171265,,,,,,,,,,,,,,,,,,,,,841.5461722989218,501.4940058642822,1535.9931416752631,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,1908.0,13.0,45.0,28626.0,0.1,1620.0,0.0,0.0,6996.496262311935,,,,,,,,,,,,,,,,,,,,,773.2138573963468,480.07257427609227,1588.3805491348853,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,2073.0,14.0,165.0,28791.0,0.1,4160.0,0.0,0.0,7013.563047409058,,,,,,,,,,,,,,,,,,,,,1765.7594122397177,1039.8173860584543,3876.398617817463,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,2121.0,15.0,48.0,28839.0,0.1,1655.0,0.0,0.0,7018.703072547913,,,,,,,,,,,,,,,,,,,,,801.0713817862702,440.448365709857,1619.7865269416159,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,2305.0,16.0,184.0,29023.0,0.1,4085.0,0.0,0.0,7037.827219247818,,,,,,,,,,,,,,,,,,,,,1859.6104334639112,935.290918783563,3750.328587088231,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,2467.0,17.0,162.0,29185.0,0.1,4015.0,0.0,0.0,7054.487929105759,,,,,,,,,,,,,,,,,,,,,2086.7994351333678,892.608091188903,3684.3034140330496,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,2565.0,18.0,98.0,29283.0,0.1,2245.0,0.0,0.0,7064.778259515762,,,,,,,,,,,,,,,,,,,,,945.7777125354869,614.3398531787811,2156.624877301249,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,2726.0,19.0,161.0,29444.0,0.1,3660.0,0.0,0.0,7080.962564468384,,,,,,,,,,,,,,,,,,,,,1862.4278271605217,886.4254082446017,3366.8795119715874,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,2886.0,20.0,160.0,29604.0,0.1,3985.0,0.0,0.0,7097.131110668182,,,,,,,,,,,,,,,,,,,,,2397.9898746505924,1023.0839482879663,3608.535081684193,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,66.0,1.0,66.0,29670.0,0.1,795.0,0.0,0.0,7547.390207052231,,,,,,,,,,,,,,,,,,,,,433.64720175553066,210.55634505850173,767.9143454607107,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,219.0,2.0,153.0,29823.0,0.1,4210.0,0.0,0.0,7562.724711179733,,,,,,,,,,,,,,,,,,,,,2278.8474307423353,1228.9011103130888,3869.0706152563203,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,264.0,3.0,45.0,29868.0,0.1,890.0,0.0,0.0,7567.556924104691,,,,,,,,,,,,,,,,,,,,,422.212562347011,254.0068039176564,872.7450520534393,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,322.0,4.0,58.0,29926.0,0.1,675.0,0.0,0.0,7573.591328382492,,,,,,,,,,,,,,,,,,,,,254.3666770690276,185.62850865503432,661.5692095799469,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,476.0,5.0,154.0,30080.0,0.1,3235.0,0.0,0.0,7589.087530136108,,,,,,,,,,,,,,,,,,,,,1720.009946408242,971.3108246532861,2976.0676274403845,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,528.0,6.0,52.0,30132.0,0.1,625.0,0.0,0.0,7594.608004570007,,,,,,,,,,,,,,,,,,,,,337.63304479426705,221.3946001401975,608.6597925960978,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,570.0,7.0,42.0,30174.0,0.1,975.0,0.0,0.0,7599.043048620224,,,,,,,,,,,,,,,,,,,,,482.93083238230264,292.5762529467352,956.629206824385,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,736.0,8.0,166.0,30340.0,0.1,3855.0,0.0,0.0,7616.065738201141,,,,,,,,,,,,,,,,,,,,,1580.1623410382406,1162.165611222588,3599.8892299583376,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,804.0,9.0,68.0,30408.0,0.1,2025.0,0.0,0.0,7623.148977518082,,,,,,,,,,,,,,,,,,,,,1148.3516994871738,645.3365148570359,1950.8117571373905,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,980.0,10.0,176.0,30584.0,0.1,4305.0,0.0,0.0,7640.887223005295,,,,,,,,,,,,,,,,,,,,,1824.3092450791585,1258.3854610541975,3991.901383732149,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,1141.0,11.0,161.0,30745.0,0.1,3790.0,0.0,0.0,7657.397457122803,,,,,,,,,,,,,,,,,,,,,1611.7438005847034,1105.5901590868093,3537.5808722695297,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,1296.0,12.0,155.0,30900.0,0.1,3800.0,0.0,0.0,7673.392865419388,,,,,,,,,,,,,,,,,,,,,1459.553533214909,1104.650870053681,3580.9274763769668,-9.995000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,1465.0,13.0,169.0,31069.0,0.1,3990.0,0.0,0.0,7690.699826717377,,,,,,,,,,,,,,,,,,,,,1563.0406482678638,997.8199031988457,3733.3090151640426,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,1498.0,14.0,33.0,31102.0,0.1,1060.0,0.0,0.0,7694.475358247757,,,,,,,,,,,,,,,,,,,,,510.2531712414308,312.0702275921674,1045.2511023025354,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,1657.0,15.0,159.0,31261.0,0.1,4100.0,0.0,0.0,7710.729596853256,,,,,,,,,,,,,,,,,,,,,1850.8658171053507,909.3811016716661,3813.335192129318,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,1774.0,16.0,117.0,31378.0,0.1,2470.0,0.0,0.0,7723.062437295914,,,,,,,,,,,,,,,,,,,,,785.7659002291557,699.7082156756024,2382.8286641728696,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,1951.0,17.0,177.0,31555.0,0.1,4160.0,0.0,0.0,7740.982070922852,,,,,,,,,,,,,,,,,,,,,1848.1268430860675,1057.1515683320488,3840.5588258666744,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,0.0,1985.0,18.0,34.0,31589.0,0.1,795.0,0.0,0.0,7744.718004465103,,,,,,,,,,,,,,,,,,,,,295.5463478076736,295.57417271662405,786.523685020896,-10.024900124930015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.0,0.0,0.0,2012.0,19.0,27.0,31616.0,0.1,660.0,0.0,0.0,7747.818107843399,,,,,,,,,,,,,,,,,,,,,253.44528019749686,227.5664901808677,654.4652534763668,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.0,0.0,0.0,2179.0,20.0,167.0,31783.0,0.1,4240.0,0.0,0.0,7765.010263204575,,,,,,,,,,,,,,,,,,,,,2588.617382907764,1105.4588193839445,3815.3277372010707,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,0.0,101.0,1.0,101.0,31884.0,0.1,1440.0,0.0,0.0,8114.378737211227,,,,,,,,,,,,,,,,,,,,,742.5896690324957,391.75394379509726,1367.7325407767314,-9.995000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,0.0,284.0,2.0,183.0,32067.0,0.1,4260.0,0.0,0.0,8133.52533698082,,,,,,,,,,,,,,,,,,,,,2131.0650828343496,1144.3370990357046,3877.766745565703,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,0.0,462.0,3.0,178.0,32245.0,0.1,4705.0,0.0,0.0,8151.514319181442,,,,,,,,,,,,,,,,,,,,,2405.5420730515575,1312.2214657533,4285.379985588013,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,0.0,539.0,4.0,77.0,32322.0,0.1,1410.0,0.0,0.0,8160.043643951416,,,,,,,,,,,,,,,,,,,,,679.9066009201059,432.31996280022304,1360.366564491571,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,0.0,716.0,5.0,177.0,32499.0,0.1,3570.0,0.0,0.0,8178.039605140686,,,,,,,,,,,,,,,,,,,,,1887.2100262638667,1010.7002696724729,3242.4454738535305,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,0.0,877.0,6.0,161.0,32660.0,0.1,3890.0,0.0,0.0,8194.81808257103,,,,,,,,,,,,,,,,,,,,,1931.196483809843,1227.6749008827296,3586.246272405153,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,0.0,1055.0,7.0,178.0,32838.0,0.1,4415.0,0.0,0.0,8212.901555538177,,,,,,,,,,,,,,,,,,,,,1989.6290571859108,1297.5548140770502,4068.9799186783493,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,0.0,1228.0,8.0,173.0,33011.0,0.1,4180.0,0.0,0.0,8230.468649148941,,,,,,,,,,,,,,,,,,,,,1834.6437573810354,1377.9188040730328,3870.343446522679,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,0.0,1402.0,9.0,174.0,33185.0,0.1,3995.0,0.0,0.0,8247.837144374847,,,,,,,,,,,,,,,,,,,,,1671.2630897597248,1237.6341177859083,3711.6197502625823,-0.17910232110460722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,0.0,1576.0,10.0,174.0,33359.0,0.1,4245.0,0.0,0.0,8265.333637237549,,,,,,,,,,,,,,,,,,,,,1853.8622438348652,1176.1725146045567,3930.284608505136,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,0.0,1747.0,11.0,171.0,33530.0,0.1,4040.0,0.0,0.0,8283.17164683342,,,,,,,,,,,,,,,,,,,,,1875.3024025324573,1082.4379394134985,3726.7731086110653,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,0.0,1915.0,12.0,168.0,33698.0,0.1,4295.0,0.0,0.0,8300.430139064789,,,,,,,,,,,,,,,,,,,,,1710.9311500892331,1178.3548967022916,4015.5907326595952,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,11.0,0.0,0.0,1986.0,13.0,71.0,33769.0,0.1,2720.0,0.0,0.0,8308.066412210464,,,,,,,,,,,,,,,,,,,,,1122.2959870597936,855.1584671137952,2645.6055504140336,-19.970019995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11.0,0.0,0.0,2157.0,14.0,171.0,33940.0,0.1,4590.0,0.0,0.0,8325.654283761978,,,,,,,,,,,,,,,,,,,,,2034.663214853764,1114.0112346876876,4250.5694786478225,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11.0,0.0,0.0,2334.0,15.0,177.0,34117.0,0.1,4210.0,0.0,0.0,8343.879781007767,,,,,,,,,,,,,,,,,,,,,1994.0843799519994,973.6100419888811,3864.7727454666865,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11.0,0.0,0.0,2520.0,16.0,186.0,34303.0,0.1,4545.0,0.0,0.0,8363.091518878937,,,,,,,,,,,,,,,,,,,,,2321.21362163116,1037.5682708327947,4121.493131145768,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11.0,0.0,0.0,2639.0,17.0,119.0,34422.0,0.1,1850.0,0.0,0.0,8375.434438705444,,,,,,,,,,,,,,,,,,,,,568.1856073384381,553.7788420610063,1785.9560388483849,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11.0,0.0,0.0,2765.0,18.0,126.0,34548.0,0.1,2395.0,0.0,0.0,8388.359952926636,,,,,,,,,,,,,,,,,,,,,1027.0771057473391,656.2295535044861,2270.1262670837364,-9.995000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11.0,0.0,0.0,2931.0,19.0,166.0,34714.0,0.1,3625.0,0.0,0.0,8405.314841985703,,,,,,,,,,,,,,,,,,,,,1874.563677993663,898.1715556750555,3320.460029051129,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11.0,0.0,0.0,3112.0,20.0,181.0,34895.0,0.1,3350.0,0.0,0.0,8423.630229234695,,,,,,,,,,,,,,,,,,,,,1844.0081124115673,944.0310447325527,3022.2760615004468,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,0.0,179.0,1.0,179.0,35074.0,0.1,4770.0,0.0,0.0,8915.249909162521,,,,,,,,,,,,,,,,,,,,,2464.107630852796,1320.3346539782322,4337.595587657076,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,0.0,340.0,2.0,161.0,35235.0,0.1,3730.0,0.0,0.0,8931.894566297531,,,,,,,,,,,,,,,,,,,,,1963.6505842964784,1044.6548036203585,3420.6902156693895,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,0.0,520.0,3.0,180.0,35415.0,0.1,4575.0,0.0,0.0,8950.427635669708,,,,,,,,,,,,,,,,,,,,,2367.9447422030157,1270.4706353136596,4157.079949221955,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,0.0,700.0,4.0,180.0,35595.0,0.1,4005.0,0.0,0.0,8968.925503015518,,,,,,,,,,,,,,,,,,,,,2070.7453551372296,1140.5972229592348,3639.541279092206,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,0.0,884.0,5.0,184.0,35779.0,0.1,4265.0,0.0,0.0,8987.695657014847,,,,,,,,,,,,,,,,,,,,,2265.876954629392,1265.6637034481132,3855.7863572763895,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,0.0,933.0,6.0,49.0,35828.0,0.1,730.0,0.0,0.0,8992.987001657486,,,,,,,,,,,,,,,,,,,,,457.09983092500283,233.8086423033064,709.0194381415198,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,0.0,1108.0,7.0,175.0,36003.0,0.1,4860.0,0.0,0.0,9011.120675325394,,,,,,,,,,,,,,,,,,,,,2207.326378035825,1469.1885099340896,4482.678758682338,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,0.0,1292.0,8.0,184.0,36187.0,0.1,4385.0,0.0,0.0,9029.834795236588,,,,,,,,,,,,,,,,,,,,,1762.5281720156936,1314.2029880426944,4068.828404329367,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,0.0,1474.0,9.0,182.0,36369.0,0.1,4335.0,0.0,0.0,9048.383001089096,,,,,,,,,,,,,,,,,,,,,1935.9168045643003,1212.0824212925309,3990.640431792452,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,0.0,1649.0,10.0,175.0,36544.0,0.1,4190.0,0.0,0.0,9066.21682548523,,,,,,,,,,,,,,,,,,,,,1591.5220221793738,1301.148115101651,3919.318363527301,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.0,0.0,1824.0,11.0,175.0,36719.0,0.1,3740.0,0.0,0.0,9084.25982761383,,,,,,,,,,,,,,,,,,,,,1785.1268247586333,997.3502721341375,3434.4683078145636,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.0,0.0,2023.0,12.0,199.0,36918.0,0.1,4740.0,0.0,0.0,9104.415679454803,,,,,,,,,,,,,,,,,,,,,2253.9333717707777,1216.7131334443059,4300.063085124785,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12.0,0.0,0.0,2199.0,13.0,176.0,37094.0,0.1,4125.0,0.0,0.0,9122.493786811829,,,,,,,,,,,,,,,,,,,,,1660.165882583482,1016.5824920213099,3840.4879400574823,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12.0,0.0,0.0,2370.0,14.0,171.0,37265.0,0.1,3870.0,0.0,0.0,9139.998955011368,,,,,,,,,,,,,,,,,,,,,1670.696868039341,889.4166667052051,3591.490224524098,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12.0,0.0,0.0,2551.0,15.0,181.0,37446.0,0.1,4220.0,0.0,0.0,9158.45727109909,,,,,,,,,,,,,,,,,,,,,1772.9750658542446,975.8406977927001,3906.901408996968,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,12.0,0.0,0.0,2728.0,16.0,177.0,37623.0,0.1,4420.0,0.0,0.0,9176.544998168945,,,,,,,,,,,,,,,,,,,,,2078.6142568959003,1000.7382165299509,4060.2016195669403,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12.0,0.0,0.0,2907.0,17.0,179.0,37802.0,0.1,4070.0,0.0,0.0,9195.015828371048,,,,,,,,,,,,,,,,,,,,,2069.872584344639,961.7722555583866,3706.9029063120297,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,12.0,0.0,0.0,3036.0,18.0,129.0,37931.0,0.1,2500.0,0.0,0.0,9208.411115646362,,,,,,,,,,,,,,,,,,,,,1013.255669213944,654.7683082885889,2374.0357160678222,14.955025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12.0,0.0,0.0,3213.0,19.0,177.0,38108.0,0.1,3700.0,0.0,0.0,9226.504476308823,,,,,,,,,,,,,,,,,,,,,1910.7937087524842,896.2169983427654,3368.5231914104415,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
