Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
75,3.0,0.0,0.0,2144.0,15.0,161.0,11693.0,0.1,4660.0,0.0,0.0,2644.9194729328156,,,,,,,,,,,,,,,,,,,,,1994.6114551229493,1105.1383183232217,4347.558324816515,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,2321.0,16.0,177.0,11870.0,0.1,4950.0,0.0,0.0,2663.0600526332855,,,,,,,,,,,,,,,,,,,,,2301.432531911241,1070.545074077459,4551.745380868066,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,2501.0,17.0,180.0,12050.0,0.1,4705.0,0.0,0.0,2681.4519958496094,,,,,,,,,,,,,,,,,,,,,2421.5188450079604,1138.322931873306,4277.677685592069,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,2604.0,18.0,103.0,12153.0,0.1,2450.0,0.0,0.0,2692.2312734127045,,,,,,,,,,,,,,,,,,,,,1029.2726596114628,643.4756249981954,2348.6799272345625,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2790.0,19.0,186.0,12339.0,0.1,3985.0,0.0,0.0,2711.0105500221252,,,,,,,,,,,,,,,,,,,,,2004.0576884560696,962.8349251513981,3619.480611689941,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2947.0,20.0,157.0,12496.0,0.1,3770.0,0.0,0.0,2726.8800325393677,,,,,,,,,,,,,,,,,,,,,2033.1416683031364,1022.2794374033268,3457.7087178033,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,186.0,1.0,186.0,12682.0,0.1,4735.0,0.0,0.0,3201.345745563507,,,,,,,,,,,,,,,,,,,,,2324.807475105051,1374.0347824671321,4311.203906239034,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,375.0,2.0,189.0,12871.0,0.1,5030.0,0.0,0.0,3220.956051826477,,,,,,,,,,,,,,,,,,,,,2560.063377744137,1354.563581697256,4555.253974300984,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,550.0,3.0,175.0,13046.0,0.1,4180.0,0.0,0.0,3238.8856790065765,,,,,,,,,,,,,,,,,,,,,1985.9231203305415,1225.2753866481269,3840.139893589442,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,728.0,4.0,178.0,13224.0,0.1,4835.0,0.0,0.0,3256.833847284317,,,,,,,,,,,,,,,,,,,,,2490.47769179093,1428.4824753606579,4400.491553476613,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,913.0,5.0,185.0,13409.0,0.1,4570.0,0.0,0.0,3276.203738451004,,,,,,,,,,,,,,,,,,,,,2307.269244470272,1310.1811417480537,4151.453946211479,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1084.0,6.0,171.0,13580.0,0.1,3780.0,0.0,0.0,3293.7636024951935,,,,,,,,,,,,,,,,,,,,,1918.2005444804036,1134.7048379429111,3458.902052095992,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1267.0,7.0,183.0,13763.0,0.1,4470.0,0.0,0.0,3312.580649137497,,,,,,,,,,,,,,,,,,,,,1966.3557763840677,1307.711353993574,4118.38955363944,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1454.0,8.0,187.0,13950.0,0.1,4810.0,0.0,0.0,3331.38494682312,,,,,,,,,,,,,,,,,,,,,2224.576268770262,1294.468324712565,4402.805445826168,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1637.0,9.0,183.0,14133.0,0.1,4090.0,0.0,0.0,3349.78275680542,,,,,,,,,,,,,,,,,,,,,1810.009237679691,1134.1866670904851,3766.2971374824447,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1810.0,10.0,173.0,14306.0,0.1,4660.0,0.0,0.0,3366.8044044971466,,,,,,,,,,,,,,,,,,,,,2010.400184913037,1337.6991147351991,4320.838123418756,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1868.0,11.0,58.0,14364.0,0.1,1675.0,0.0,0.0,3372.76526761055,,,,,,,,,,,,,,,,,,,,,974.3918316864738,538.4665780596389,1621.727106247574,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,2035.0,12.0,167.0,14531.0,0.1,3910.0,0.0,0.0,3389.8322036266327,,,,,,,,,,,,,,,,,,,,,1701.9140829337728,1019.4493113538316,3633.042800708677,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,2174.0,13.0,139.0,14670.0,0.1,3660.0,0.0,0.0,3404.3658916950226,,,,,,,,,,,,,,,,,,,,,1272.4370645620247,991.059335247474,3490.1079738656344,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2329.0,14.0,155.0,14825.0,0.1,4070.0,0.0,0.0,3419.993110179901,,,,,,,,,,,,,,,,,,,,,1746.9207658676492,938.170901714438,3806.8371487508675,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2489.0,15.0,160.0,14985.0,0.1,3725.0,0.0,0.0,3436.4651601314545,,,,,,,,,,,,,,,,,,,,,1641.5240154517865,807.3863306556276,3469.291270777999,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2533.0,16.0,44.0,15029.0,0.1,1375.0,0.0,0.0,3441.047973871231,,,,,,,,,,,,,,,,,,,,,508.9643944851608,457.21715894700986,1355.3148410098315,-24.950049975005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2713.0,17.0,180.0,15209.0,0.1,4425.0,0.0,0.0,3459.757326602936,,,,,,,,,,,,,,,,,,,,,2227.930067447758,1054.376053674967,4032.032621068922,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2881.0,18.0,168.0,15377.0,0.1,4075.0,0.0,0.0,3476.890272140503,,,,,,,,,,,,,,,,,,,,,2193.556024845257,1011.2577229276042,3713.9066872939,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,3072.0,19.0,191.0,15568.0,0.1,4730.0,0.0,0.0,3496.692669391632,,,,,,,,,,,,,,,,,,,,,2316.2708721029,1213.8577501811455,4296.180327903827,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,3160.0,20.0,88.0,15656.0,0.1,1755.0,0.0,0.0,3506.170936346054,,,,,,,,,,,,,,,,,,,,,946.1794438701171,535.1871252665962,1675.0847032612496,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,64.0,1.0,64.0,15720.0,0.1,1305.0,0.0,0.0,3996.534637451172,,,,,,,,,,,,,,,,,,,,,657.575335032514,386.10798364482673,1265.444802718554,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,93.0,2.0,29.0,15749.0,0.1,200.0,0.0,0.0,3999.806692123413,,,,,,,,,,,,,,,,,,,,,64.49062188570447,70.75822096266282,198.52662669207203,-29.925099925029997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,272.0,3.0,179.0,15928.0,0.1,4290.0,0.0,0.0,4018.178325176239,,,,,,,,,,,,,,,,,,,,,2138.899324703435,1217.674799657528,3914.963031979014,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,456.0,4.0,184.0,16112.0,0.1,5065.0,0.0,0.0,4037.019143342972,,,,,,,,,,,,,,,,,,,,,2517.9427531650276,1441.2248023020948,4610.9157540098995,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,593.0,5.0,137.0,16249.0,0.1,3130.0,0.0,0.0,4051.276180744171,,,,,,,,,,,,,,,,,,,,,1684.5448464279145,910.9568332490652,2905.024500014906,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,767.0,6.0,174.0,16423.0,0.1,4055.0,0.0,0.0,4068.561984062195,,,,,,,,,,,,,,,,,,,,,2011.2148252637735,1228.1062592174605,3712.4698476295157,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,942.0,7.0,175.0,16598.0,0.1,4030.0,0.0,0.0,4086.704215526581,,,,,,,,,,,,,,,,,,,,,1662.8118156754408,1207.2800149949858,3746.497180119858,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1008.0,8.0,66.0,16664.0,0.1,1895.0,0.0,0.0,4093.659991979599,,,,,,,,,,,,,,,,,,,,,1106.4144027437992,475.78736762428895,1825.6260759447223,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1192.0,9.0,184.0,16848.0,0.1,4095.0,0.0,0.0,4112.389427661896,,,,,,,,,,,,,,,,,,,,,1793.1052470445068,1179.9005385081007,3772.6100820979245,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1380.0,10.0,188.0,17036.0,0.1,5095.0,0.0,0.0,4132.080734491348,,,,,,,,,,,,,,,,,,,,,2269.9732981953684,1356.7097275350777,4677.595533410556,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1542.0,11.0,162.0,17198.0,0.1,3485.0,0.0,0.0,4148.993321180344,,,,,,,,,,,,,,,,,,,,,1468.727914998379,977.5208244001172,3253.5699641285573,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1612.0,12.0,70.0,17268.0,0.1,2155.0,0.0,0.0,4156.284700632095,,,,,,,,,,,,,,,,,,,,,1115.3893084319427,667.949837921709,2081.0828329929172,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1654.0,13.0,42.0,17310.0,0.1,1445.0,0.0,0.0,4161.114173412323,,,,,,,,,,,,,,,,,,,,,659.340128632765,414.4778886933231,1420.1465876260888,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1827.0,14.0,173.0,17483.0,0.1,4150.0,0.0,0.0,4178.60760140419,,,,,,,,,,,,,,,,,,,,,1754.0272252587827,974.4572153309789,3854.25795167563,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1996.0,15.0,169.0,17652.0,0.1,3890.0,0.0,0.0,4195.948529005051,,,,,,,,,,,,,,,,,,,,,1864.2410483181995,823.4047267870785,3582.1038885073513,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2165.0,16.0,169.0,17821.0,0.1,4940.0,0.0,0.0,4213.077586650848,,,,,,,,,,,,,,,,,,,,,2295.5377510007415,1120.8097392313102,4561.171902714403,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2225.0,17.0,60.0,17881.0,0.1,1555.0,0.0,0.0,4219.266303777695,,,,,,,,,,,,,,,,,,,,,734.914848039797,475.3369679464901,1513.931458102359,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2402.0,18.0,177.0,18058.0,0.1,4130.0,0.0,0.0,4237.239441394806,,,,,,,,,,,,,,,,,,,,,2066.2513703883546,1021.9293408798172,3771.8133623526082,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2580.0,19.0,178.0,18236.0,0.1,4455.0,0.0,0.0,4255.581666469574,,,,,,,,,,,,,,,,,,,,,2188.84014691679,1133.6762663541558,4073.52943919777,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2767.0,20.0,187.0,18423.0,0.1,4130.0,0.0,0.0,4274.264984130859,,,,,,,,,,,,,,,,,,,,,2088.7292856158233,1147.4946257322356,3746.8976720362416,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,160.0,1.0,160.0,18583.0,0.1,3535.0,0.0,0.0,4714.51407122612,,,,,,,,,,,,,,,,,,,,,1785.9615323367311,1004.5244240229666,3255.7544078874903,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,345.0,2.0,185.0,18768.0,0.1,4340.0,0.0,0.0,4733.533867120743,,,,,,,,,,,,,,,,,,,,,2127.153211317097,1243.534858879097,3954.381464453783,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,522.0,3.0,177.0,18945.0,0.1,3950.0,0.0,0.0,4751.50350022316,,,,,,,,,,,,,,,,,,,,,1852.6987276448606,1114.4016745584445,3629.327350580673,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,570.0,4.0,48.0,18993.0,0.1,735.0,0.0,0.0,4756.650233268738,,,,,,,,,,,,,,,,,,,,,343.7016907795178,186.62466067818852,719.9414818648311,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,743.0,5.0,173.0,19166.0,0.1,4650.0,0.0,0.0,4774.321299791336,,,,,,,,,,,,,,,,,,,,,2396.991680504241,1422.294171055357,4243.803803075113,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,776.0,6.0,33.0,19199.0,0.1,390.0,0.0,0.0,4777.8862636089325,,,,,,,,,,,,,,,,,,,,,259.61609765891274,117.06158814052819,382.1966799404568,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,933.0,7.0,157.0,19356.0,0.1,4520.0,0.0,0.0,4793.893591403961,,,,,,,,,,,,,,,,,,,,,2060.8922088700583,1407.881550193576,4204.845409180353,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1107.0,8.0,174.0,19530.0,0.1,4665.0,0.0,0.0,4811.465467214584,,,,,,,,,,,,,,,,,,,,,2194.260373658625,1291.8215408029987,4291.777959123686,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1138.0,9.0,31.0,19561.0,0.1,310.0,0.0,0.0,4814.962288618088,,,,,,,,,,,,,,,,,,,,,128.04644334907618,127.12603330555353,306.643540694026,-19.970019995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1300.0,10.0,162.0,19723.0,0.1,4175.0,0.0,0.0,4831.355590105057,,,,,,,,,,,,,,,,,,,,,1835.890615664268,1198.367343755353,3885.352539989828,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1488.0,11.0,188.0,19911.0,0.1,4225.0,0.0,0.0,4850.206906080246,,,,,,,,,,,,,,,,,,,,,1893.5862662051481,1106.8890584123146,3876.7554160300783,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1617.0,12.0,129.0,20040.0,0.1,3600.0,0.0,0.0,4863.311949253082,,,,,,,,,,,,,,,,,,,,,1457.1499789349875,1061.2098778740258,3418.861957770971,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1783.0,13.0,166.0,20206.0,0.1,4225.0,0.0,0.0,4880.503912687302,,,,,,,,,,,,,,,,,,,,,1708.2423740337358,1040.3614204163969,3949.326469522976,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1824.0,14.0,41.0,20247.0,0.1,1510.0,0.0,0.0,4885.091396808624,,,,,,,,,,,,,,,,,,,,,767.6162251459925,457.7294321416656,1481.4892317432696,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1926.0,15.0,102.0,20349.0,0.1,2795.0,0.0,0.0,4895.642293453217,,,,,,,,,,,,,,,,,,,,,1191.4229189751584,738.6215321145924,2678.829843120933,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2061.0,16.0,135.0,20484.0,0.1,3630.0,0.0,0.0,4909.104866266251,,,,,,,,,,,,,,,,,,,,,1522.6157958806914,940.731569678241,3431.3060483467516,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2235.0,17.0,174.0,20658.0,0.1,4785.0,0.0,0.0,4926.824206352234,,,,,,,,,,,,,,,,,,,,,2494.0298132351672,1131.6663197256441,4359.753960664451,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2393.0,18.0,158.0,20816.0,0.1,4345.0,0.0,0.0,4943.133888959885,,,,,,,,,,,,,,,,,,,,,2173.2997679608193,1039.1773379774772,4009.633894817935,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2507.0,19.0,114.0,20930.0,0.1,2315.0,0.0,0.0,4954.980534791946,,,,,,,,,,,,,,,,,,,,,983.0687673643074,658.449824777723,2207.3426384547415,-14.985005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2684.0,20.0,177.0,21107.0,0.1,3670.0,0.0,0.0,4972.9858610630035,,,,,,,,,,,,,,,,,,,,,1826.233581505743,1043.35362405703,3353.46022305938,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,90.0,1.0,90.0,21197.0,0.1,1545.0,0.0,0.0,5388.459689378738,,,,,,,,,,,,,,,,,,,,,768.0280271801271,424.9689622703968,1478.833666052227,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,258.0,2.0,168.0,21365.0,0.1,4375.0,0.0,0.0,5405.396245479584,,,,,,,,,,,,,,,,,,,,,2433.944434781686,1262.441073387522,3974.0414438028392,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,417.0,3.0,159.0,21524.0,0.1,4020.0,0.0,0.0,5421.457772731781,,,,,,,,,,,,,,,,,,,,,2171.190044385352,1195.558333635225,3682.141383568483,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,600.0,4.0,183.0,21707.0,0.1,4200.0,0.0,0.0,5440.509877204895,,,,,,,,,,,,,,,,,,,,,2043.4976544016915,1184.9869974342976,3833.70350254608,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,634.0,5.0,34.0,21741.0,0.1,495.0,0.0,0.0,5444.215421199799,,,,,,,,,,,,,,,,,,,,,285.4737763732891,143.45509150558505,486.26593721179455,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,682.0,6.0,48.0,21789.0,0.1,895.0,0.0,0.0,5449.322195053101,,,,,,,,,,,,,,,,,,,,,514.9022917830192,291.1602195586827,872.0278737139693,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,850.0,7.0,168.0,21957.0,0.1,4215.0,0.0,0.0,5466.713694572449,,,,,,,,,,,,,,,,,,,,,1871.908531318358,1252.8285632587906,3908.332122651696,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,880.0,8.0,30.0,21987.0,0.1,655.0,0.0,0.0,5469.967867851257,,,,,,,,,,,,,,,,,,,,,320.7636757880799,202.29942341144638,646.6697826218186,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1064.0,9.0,184.0,22171.0,0.1,4885.0,0.0,0.0,5488.953337669373,,,,,,,,,,,,,,,,,,,,,2243.1862370640883,1380.984927664243,4481.211674517566,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1257.0,10.0,193.0,22364.0,0.1,4350.0,0.0,0.0,5508.876391649246,,,,,,,,,,,,,,,,,,,,,1895.6793567998297,1166.816139917271,3992.1141202640415,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,1421.0,11.0,164.0,22528.0,0.1,3555.0,0.0,0.0,5525.860662937164,,,,,,,,,,,,,,,,,,,,,1540.0438421766248,1044.1749597510889,3309.0475960274925,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,1595.0,12.0,174.0,22702.0,0.1,4665.0,0.0,0.0,5544.032073736191,,,,,,,,,,,,,,,,,,,,,1945.4344581760397,1253.6475486965985,4335.160389896773,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,1633.0,13.0,38.0,22740.0,0.1,1385.0,0.0,0.0,5548.179050445557,,,,,,,,,,,,,,,,,,,,,621.3964674229377,410.6752516705712,1364.11379771957,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,1797.0,14.0,164.0,22904.0,0.1,4325.0,0.0,0.0,5564.952046394348,,,,,,,,,,,,,,,,,,,,,1955.447981810913,1027.8548957519233,4012.327173001842,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,1964.0,15.0,167.0,23071.0,0.1,3980.0,0.0,0.0,5581.705418109894,,,,,,,,,,,,,,,,,,,,,1726.32595451709,891.579891805229,3699.0980626228284,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2069.0,16.0,105.0,23176.0,0.1,2540.0,0.0,0.0,5592.55770945549,,,,,,,,,,,,,,,,,,,,,1082.8502349949001,721.014105640144,2431.1606153957127,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,2174.0,17.0,105.0,23281.0,0.1,2510.0,0.0,0.0,5603.621262311935,,,,,,,,,,,,,,,,,,,,,1082.015310690508,701.5624081390738,2401.1883679249795,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,2305.0,18.0,131.0,23412.0,0.1,2590.0,0.0,0.0,5617.4655640125275,,,,,,,,,,,,,,,,,,,,,1276.2581445964759,573.7009906516071,2427.663081557897,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,2414.0,19.0,109.0,23521.0,0.1,2530.0,0.0,0.0,5628.80663895607,,,,,,,,,,,,,,,,,,,,,1180.0024239586726,673.7283390723824,2406.1897090168304,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,2485.0,20.0,71.0,23592.0,0.1,1280.0,0.0,0.0,5636.1448295116425,,,,,,,,,,,,,,,,,,,,,693.2132696074353,406.14425182653304,1233.2471188484506,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,161.0,1.0,161.0,23753.0,0.1,3670.0,0.0,0.0,6025.671694278717,,,,,,,,,,,,,,,,,,,,,2027.1874649795575,997.3040560572022,3350.3201080342524,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,338.0,2.0,177.0,23930.0,0.1,4840.0,0.0,0.0,6043.651982784271,,,,,,,,,,,,,,,,,,,,,2604.3348984603563,1307.943908591664,4387.803943054682,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,504.0,3.0,166.0,24096.0,0.1,3735.0,0.0,0.0,6060.769522428513,,,,,,,,,,,,,,,,,,,,,1932.898483607236,1076.672351666618,3420.9773855148437,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,662.0,4.0,158.0,24254.0,0.1,3475.0,0.0,0.0,6077.152542829514,,,,,,,,,,,,,,,,,,,,,1821.1162078115958,1004.7404517553998,3193.6477410000266,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,822.0,5.0,160.0,24414.0,0.1,4375.0,0.0,0.0,6093.236440658569,,,,,,,,,,,,,,,,,,,,,2335.486529353569,1326.2573483392043,4009.336819605823,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,990.0,6.0,168.0,24582.0,0.1,3825.0,0.0,0.0,6110.474957227707,,,,,,,,,,,,,,,,,,,,,1860.0439062094422,1157.0375150846355,3519.5482006098327,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,1176.0,7.0,186.0,24768.0,0.1,4945.0,0.0,0.0,6129.54935836792,,,,,,,,,,,,,,,,,,,,,2361.5669974469547,1360.4436662628825,4514.773570842983,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
