episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
140,1.0,-1.422956435843122,-1.7136204339614198,-0.37500808137371106,4.007591864530781,1.517195458992159,[4.007591864530781, 1.517195458992159],0.0,False,True,0.8449201854124209,1,16.59809003658851,1840.186,prepare,0.0
140,2.0,-1.4231961827317148,-1.7135305526876832,-0.3385078659775659,-25.0,1.0,[-25.0, 1.0],5.0,False,True,0.8434665395971588,1,16.59809003658851,1840.263,in_progress,0.0
140,3.0,-1.4152296490828076,-1.7136700133064728,-0.2817862886903191,-25.0,1.0,[-25.0, 1.0],5.0,False,True,0.8914705822568423,1,16.59809003658851,1840.329,in_progress,0.0
140,4.0,-1.3985605984108447,-1.7212036567209799,-2.120797080078903,-25.0,1.2668696476292365,[-25.0, 1.2668696476292365],25.0,False,True,0.9926741470124327,1,16.59809003658851,1840.394,in_progress,0.0
140,5.0,-1.3650844801990483,-1.7357641236344448,-5.26291542049643,18.526521488456368,3.3,[18.526521488456368, 3.3],25.0,False,True,1.1958594383003394,2,16.59809003658851,1840.461,in_progress,0.0
140,6.0,-1.2993148891796324,-1.752388147065243,-7.253427161097406,15.592607451058882,2.3037603146599963,[15.592607451058882, 2.3037603146599963],25.0,False,True,1.5937932862035709,2,16.59809003658851,1840.512,in_progress,0.0
140,7.0,-1.257882863928756,-1.7491319013007145,-5.3034062899182794,27.0,1.0,[27.0, 1.0],25.0,False,True,1.843032558740533,2,16.59809003658851,1840.587,in_progress,0.0
140,8.0,-1.1888323972272055,-1.7308326682814745,0.2696089096331537,-25.0,3.3,[-25.0, 3.3],25.0,False,True,2.2570617822422947,3,16.59809003658851,1840.665,in_progress,0.0
140,9.0,-1.1116143996732397,-1.7062261026889836,5.33105885868573,-25.0,1.0,[-25.0, 1.0],5.0,False,True,2.719442371730494,3,16.59809003658851,1840.688,in_progress,0.0
140,10.0,-1.022349665092716,-1.6968558031974144,6.0214459762351495,-25.0,2.093910857086077,[-25.0, 2.093910857086077],5.0,False,True,3.256017913216684,3,16.59809003658851,1840.797,in_progress,0.0
140,11.0,-0.9510117290724671,-1.6955174100773622,4.663253391787879,-23.835951754543846,1.7417954922521934,[-23.835951754543846, 1.7417954922521934],5.0,False,True,3.685569439343857,4,16.59809003658851,1840.864,in_progress,0.0
140,12.0,-0.8486102952238224,-1.710763629029492,-0.38700460007971665,-6.487811157873008,2.1799358156516524,[-6.487811157873008, 2.1799358156516524],5.0,False,True,4.304217263244281,4,16.59809003658851,1840.934,in_progress,0.0
140,13.0,-0.7360430665419732,-1.7337607434596658,-4.97811731773785,-25.0,1.715222247420725,[-25.0, 1.715222247420725],25.0,False,True,4.984813251268061,4,16.59809003658851,1840.982,in_progress,0.0
140,14.0,-0.6437420043711485,-1.752369151276308,-7.273141792100791,-3.4365459948666164,3.1633936198158787,[-3.4365459948666164, 3.1633936198158787],25.0,False,True,5.542532720632069,5,16.59809003658851,1841.057,in_progress,0.0
140,15.0,-0.5326287326416673,-1.7781193305061058,-9.674726743870234,4.821668186408019,1.0,[4.821668186408019, 1.0],25.0,False,True,6.214226799514611,5,16.59809003658851,1841.132,in_progress,0.0
140,16.0,-0.3981172057881712,-1.8001566866306065,-10.256517166245015,20.058685337776595,1.0,[20.058685337776595, 1.0],25.0,False,True,7.022441768668801,5,16.59809003658851,1841.195,in_progress,0.0
140,17.0,-0.2592201585692785,-1.810968040590113,-7.439703612949441,27.0,1.0,[27.0, 1.0],25.0,False,True,7.85959868311856,6,16.59809003658851,1841.264,in_progress,0.0
140,18.0,-0.15599928904164276,-1.8005280754496777,-2.324709667961064,15.73135581696583,1.2886427936264575,[15.73135581696583, 1.2886427936264575],25.0,False,True,8.475866838508612,6,16.59809003658851,1841.34,in_progress,0.0
140,19.0,-0.11235985236632828,-1.7935516635672197,-0.2550253997378695,27.0,2.350674331950886,[27.0, 2.350674331950886],25.0,False,True,8.739087368215689,6,16.59809003658851,1841.38,in_progress,0.0
140,20.0,-0.02813385662331286,-1.772814144159338,4.450293349321228,-12.164181463822363,2.253290848632223,[-12.164181463822363, 2.253290848632223],25.0,False,True,9.247436703867919,7,16.59809003658851,1841.45,in_progress,0.0
140,21.0,0.0817855710034549,-1.7411625399251243,9.175505569578364,-25.0,1.0,[-25.0, 1.0],25.0,False,True,9.911063125209472,7,16.59809003658851,1841.54,in_progress,0.0
140,22.0,0.18182984312760508,-1.7242231840928566,9.753420082627391,-16.729864491637564,1.5789432597848603,[-16.729864491637564, 1.5789432597848603],5.0,False,True,10.514873789458703,7,16.59809003658851,1841.595,in_progress,0.0
140,23.0,0.2750590649241348,-1.7160848427258808,8.019680951134106,-25.0,2.551229413491611,[-25.0, 2.551229413491611],5.0,False,True,11.077528304349455,8,16.59809003658851,1841.669,in_progress,0.0
140,24.0,0.37876559024109335,-1.7220375541987294,3.629050246969193,27.0,1.166437710543184,[27.0, 1.166437710543184],5.0,False,True,11.701363488597545,8,16.59809003658851,1841.733,in_progress,0.0
