episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
180,1.0,-1.4229403260765405,-1.7135217866251475,-0.3256890236546064,27.0,1.5624263486258163,[27.0, 1.5624263486258163],0.0,False,True,0.8450068670745514,1,16.59809003658851,2285.471,prepare,0.0
180,2.0,-1.4231961827317001,-1.7135305526876832,-0.33850786597748955,-25.0,1.0766964109111856,[-25.0, 1.0766964109111856],5.0,False,True,0.8434665395971581,1,16.59809003658851,2285.534,in_progress,0.0
180,3.0,-1.4120695888213866,-1.714882901537731,-0.6296287332501563,-25.0,1.0,[-25.0, 1.0],25.0,False,True,0.9106337839983131,1,16.59809003658851,2285.609,in_progress,0.0
180,4.0,-1.385297272915598,-1.724401458419807,-2.832815405026172,-25.0,1.1226198483565706,[-25.0, 1.1226198483565706],25.0,False,True,1.0729066324115708,1,16.59809003658851,2285.676,in_progress,0.0
180,5.0,-1.351148280841623,-1.7424271167473868,-6.740140912832991,-13.019025073592765,3.3,[-13.019025073592765, 3.3],25.0,False,True,1.280509201514676,2,16.59809003658851,2285.726,in_progress,0.0
180,6.0,-1.2999696469280415,-1.7661780479754305,-10.864238769239847,27.0,1.0,[27.0, 1.0],25.0,False,True,1.5912975467512298,2,16.59809003658851,2285.812,in_progress,0.0
180,7.0,-1.2389184256508394,-1.7785887396710736,-11.990412232668229,19.68612327110661,1.0,[19.68612327110661, 1.0],25.0,False,True,1.9603659779209512,2,16.59809003658851,2285.865,in_progress,0.0
180,8.0,-1.1841306254519415,-1.7774197575466428,-9.335082647289846,24.103610465684405,1.0,[24.103610465684405, 1.0],25.0,False,True,2.2902779930162964,3,16.59809003658851,2285.936,in_progress,0.0
180,9.0,-1.1215654300927507,-1.7657602194051536,-4.35296975143456,27.0,2.816902769735574,[27.0, 2.816902769735574],25.0,False,True,2.6666164371018657,3,16.59809003658851,2286.006,in_progress,0.0
180,10.0,-1.0495257704040115,-1.7407434815128087,2.50532141593146,12.25139618254795,3.3,[12.25139618254795, 3.3],25.0,False,True,3.0975649860805277,3,16.59809003658851,2286.074,in_progress,0.0
180,11.0,-0.9697603944767188,-1.7027630464908423,10.296064575511629,-25.0,1.0,[-25.0, 1.0],5.0,False,True,3.5735008536104846,4,16.59809003658851,2286.111,in_progress,0.0
180,12.0,-0.8855370007975368,-1.6681164298373468,15.026275324069907,-20.223862199790847,1.9260947543520408,[-20.223862199790847, 1.9260947543520408],5.0,False,True,4.076688491463784,4,16.59809003658851,2286.216,in_progress,0.0
180,13.0,-0.7737460865892478,-1.6418786884296679,14.139352319137283,-22.80092339636179,1.6040762599636706,[-22.80092339636179, 1.6040762599636706],5.0,False,True,4.7493513193018835,4,16.59809003658851,2286.272,in_progress,0.0
180,14.0,-0.697729707366149,-1.6344443246371259,11.594279721572278,2.6389663260914027,1.5386591216104286,[2.6389663260914027, 1.5386591216104286],5.0,False,True,5.2066076979686375,4,16.59809003658851,2286.329,in_progress,0.0
180,15.0,-0.5936522061685241,-1.622447474434786,9.713925737658037,-25.0,1.1191549911107148,[-25.0, 1.1191549911107148],5.0,False,True,5.83249338957693,5,16.59809003658851,2286.408,in_progress,0.0
180,16.0,-0.4926362055692378,-1.6064001487709063,9.460589758302744,-18.4965670501033,1.7595301153448868,[-18.4965670501033, 1.7595301153448868],5.0,False,True,6.446844837350207,5,16.59809003658851,2286.456,in_progress,0.0
180,17.0,-0.388732364376022,-1.601645936562061,6.7547935280654405,-13.976791062006225,1.9362890777913353,[-13.976791062006225, 1.9362890777913353],5.0,False,True,7.072684089062137,5,16.59809003658851,2286.548,in_progress,0.0
180,18.0,-0.27979715037223873,-1.6119832571729513,1.7941228629693213,-25.0,1.4595597416247927,[-25.0, 1.4595597416247927],5.0,False,True,7.729314725404192,6,16.59809003658851,2286.61,in_progress,0.0
180,19.0,-0.16625307730252226,-1.6339696352722277,-3.523137125882204,6.042727493931274,1.0,[6.042727493931274, 1.0],5.0,False,True,8.421474101642655,6,16.59809003658851,2286.665,in_progress,0.0
180,20.0,-0.07632867496478585,-1.649567289818269,-5.713704751374737,-20.870448671247892,2.0279274568768857,[-20.870448671247892, 2.0279274568768857],5.0,False,True,8.962543694821434,6,16.59809003658851,2286.733,in_progress,0.0
180,21.0,0.026609268250608595,-1.6673712604533615,-7.374371379416083,-24.540363050540027,1.0,[-24.540363050540027, 1.0],5.0,False,True,9.58191721937908,7,16.59809003658851,2286.808,in_progress,0.0
180,22.0,0.1126699324062137,-1.6905585933455975,-9.873229692184413,27.0,1.8441919531655588,[27.0, 1.8441919531655588],5.0,False,True,10.102910038295954,7,16.59809003658851,2286.869,in_progress,0.0
180,23.0,0.20722130397692962,-1.711943797649949,-10.85945397298759,-8.49297106192519,3.1528867396577955,[-8.49297106192519, 3.1528867396577955],5.0,False,True,10.669491519661193,7,16.59809003658851,2286.937,in_progress,0.0
180,24.0,0.3223793908799455,-1.7275044620161006,-9.720377820798593,-1.190559897531287,1.796723854016012,[-1.190559897531287, 1.796723854016012],25.0,False,True,11.360988520765085,8,16.59809003658851,2286.995,in_progress,0.0
180,25.0,0.46840778492253293,-1.750649482416964,-9.356734013373357,7.066094061202669,3.162743523529265,[7.066094061202669, 3.162743523529265],25.0,False,True,12.236766928644045,8,16.59809003658851,2287.072,in_progress,0.0
180,26.0,0.5526705009229379,-1.7613917345701757,-8.679468052643017,27.0,1.084931067937519,[27.0, 1.084931067937519],25.0,False,True,12.742567957536115,8,16.59809003658851,2287.133,in_progress,0.0
180,27.0,0.6771358527539111,-1.7687610028101064,-6.434977579323142,8.983747854863168,1.014386234812511,[8.983747854863168, 1.014386234812511],25.0,False,True,13.491029641395452,9,16.59809003658851,2287.223,in_progress,0.0
