episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,-1.423064688888641,-1.713589998618298,-0.37137744753157653,27.0,1.367465148178014,[27.0, 1.367465148178014],0.0,False,True,0.84426488590273,1,16.59809003658851,1610.648,prepare,0.0
120,2.0,-1.4228593763768989,-1.7135529220476708,-0.34003548027555314,-25.0,1.0,[-25.0, 1.0],5.0,False,True,0.8454977682050481,1,16.59809003658851,1610.691,in_progress,0.0
120,3.0,-1.4184951270281931,-1.7137813418082324,-0.32216150089057083,-25.0,1.0,[-25.0, 1.0],25.0,False,True,0.8718114483606749,1,16.59809003658851,1610.775,in_progress,0.0
120,4.0,-1.3973374967561174,-1.720976979988669,-2.049163747404115,-25.0,1.0,[-25.0, 1.0],25.0,False,True,1.0000181479062198,1,16.59809003658851,1610.857,in_progress,0.0
120,5.0,-1.366225347447486,-1.7350330428485476,-5.166908578001893,0.16719179729950184,2.900816649134348,[0.16719179729950184, 2.900816649134348],25.0,False,True,1.1889102078998026,2,16.59809003658851,1610.928,in_progress,0.0
120,6.0,-1.316335929293911,-1.7500804380961728,-7.587669732824689,14.983285220730224,1.9535909391391004,[14.983285220730224, 1.9535909391391004],25.0,False,True,1.4910182936777772,2,16.59809003658851,1610.991,in_progress,0.0
120,7.0,-1.2534803184519432,-1.7490074426849274,-5.607856902333315,27.0,1.0,[27.0, 1.0],25.0,False,True,1.8695398649427537,2,16.59809003658851,1611.017,in_progress,0.0
120,8.0,-1.1854293087817325,-1.7383912666641304,-1.756779321360781,8.458399863315087,3.3,[8.458399863315087, 3.3],25.0,False,True,2.2783554843478324,3,16.59809003658851,1611.12,in_progress,0.0
120,9.0,-1.1091960408242245,-1.721987063281084,2.4766555580153202,-25.0,1.0696940137876625,[-25.0, 1.0696940137876625],25.0,False,True,2.735893256075205,3,16.59809003658851,1611.189,in_progress,0.0
120,10.0,-1.0175066595498403,-1.7153074453849193,3.327210210107399,-23.649764875182353,3.3,[-23.649764875182353, 3.3],5.0,False,True,3.287395482140993,3,16.59809003658851,1611.257,in_progress,0.0
120,11.0,-0.9437295689001056,-1.7180466252506046,1.7507075708154867,10.002053782493746,1.8445229754843462,[10.002053782493746, 1.8445229754843462],5.0,False,True,3.732126835201355,4,16.59809003658851,1611.316,in_progress,0.0
120,12.0,-0.8502079714068633,-1.7236240203133661,-0.3514872456705783,-25.0,1.180723918434095,[-25.0, 1.180723918434095],5.0,False,True,4.296130485305523,4,16.59809003658851,1611.367,in_progress,0.0
120,13.0,-0.7585522712103248,-1.7240830740382163,-0.22882553605409164,-25.0,1.0,[-25.0, 1.0],5.0,False,True,4.848337509478777,4,16.59809003658851,1611.455,in_progress,0.0
120,14.0,-0.6768566244710836,-1.7283887354730332,-1.0270240843225609,-25.0,1.9190699156063311,[-25.0, 1.9190699156063311],25.0,False,True,5.34087137696964,4,16.59809003658851,1611.516,in_progress,0.0
120,15.0,-0.5847622283362259,-1.743613921943875,-4.033666160546076,-25.0,3.3,[-25.0, 3.3],25.0,False,True,5.897038965123024,5,16.59809003658851,1611.592,in_progress,0.0
120,16.0,-0.4775908349930369,-1.7795786631477695,-10.131862680940717,-19.530856059678143,3.149120325744731,[-19.530856059678143, 3.149120325744731],25.0,False,True,6.542983590611209,5,16.59809003658851,1611.663,in_progress,0.0
120,17.0,-0.38442074530192516,-1.8280495052940464,-17.027215912657027,27.0,1.0,[27.0, 1.0],25.0,False,True,7.105843934068612,5,16.59809003658851,1611.715,in_progress,0.0
120,18.0,-0.28983936574781854,-1.8866969934908995,-25.47907827739214,27.0,3.0023916462811266,[27.0, 3.0023916462811266],25.0,False,True,7.677529781073536,6,16.59809003658851,1611.785,in_progress,0.0
120,19.0,-0.1912499336157953,-1.9368268199732186,-28.225024392461687,11.86167248121744,1.0,[11.86167248121744, 1.0],25.0,False,True,8.25745358721582,6,16.59809003658851,1611.84,in_progress,0.0
120,20.0,-0.09031989947246868,-1.9666478971522248,-24.625378376950042,-4.107090690201897,2.030538264970853,[-4.107090690201897, 2.030538264970853],25.0,False,True,8.864197565295996,6,16.59809003658851,1611.915,in_progress,0.0
120,21.0,0.017998515173735588,-1.9992133522208206,-21.612527341074408,27.0,1.4909840214939416,[27.0, 1.4909840214939416],25.0,False,True,9.515332135306084,7,16.59809003658851,1611.98,in_progress,0.0
